,activ1,activ10,activ11,activ12,activ13,activ14,activ15,activ16,activ17,activ18,activ19,activ2,activ20,activ21,activ22,activ23,activ24,activ25,activ26,activ27,activ28,activ29,activ3,activ30,activ31,activ32,activ33,activ34,activ35,activ36,activ37,activ38,activ39,activ4,activ40,activ41,activ42,activ43,activ44,activ45,activ46,activ47,activ48,activ49,activ5,activ50,activ51,activ52,activ53,activ54,activ55,activ56,activ57,activ58,activ59,activ6,activ60,activ61,activ62,activ63,activ64,activ65,activ66,activ67,activ68,activ69,activ7,activ70,activ71,activ72,activ73,activ74,activ75,activ76,activ8,activ9,hiweight,icetv2x,idnumber,loweight,snobd2x,snork2x,soc3x,soft3x,tab086a,tab086aa,tab194a,tab228,tab231,tab245a,tab285a,tenn2x,voll3x,walk8x,wghts2x,wski2x,wsrf2x,xski2x,xski6x
2263,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,257.59,0.00,2264.00,1.06,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,30.00,156.00,0.00,0.00,0.00,0.00
2264,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1233.04,0.00,2265.00,0.96,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2265,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1769.44,0.00,2266.00,0.47,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,1.00,0.00,0.00,0.00,0.00
2266,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76.63,0.00,2267.00,0.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00
2267,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,242.69,0.00,2268.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
2268,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,242.69,0.00,2269.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00
2269,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,812.48,0.00,2270.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2270,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,575.61,0.00,2271.00,0.55,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00
2271,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,388.00,0.00,2272.00,0.69,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
2272,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3625.44,0.00,2273.00,0.91,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
2273,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3625.44,0.00,2580.00,0.91,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2274,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,2961.50,0.00,2274.00,0.74,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2275,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,430.35,0.00,2275.00,1.74,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
2276,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,575.61,0.00,2276.00,0.55,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00
2277,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,791.65,0.00,2277.00,0.76,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
2278,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4015.94,0.00,2278.00,0.81,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,365.00,0.00,0.00,0.00,0.00,0.00
2279,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,145.49,0.00,2279.00,0.60,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
2280,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,160.89,0.00,2280.00,0.83,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2281,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,1278.64,0.00,2281.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
2282,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3206.44,0.00,2282.00,1.48,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
2283,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,2595.42,1.00,2283.00,1.36,1.00,0.00,0.00,0.00,Yes,No,No,Yes,Yes,No,No,0.00,0.00,10.00,120.00,5.00,0.00,0.00,0.00
2284,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,6372.09,0.00,2284.00,1.29,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,250.00,50.00,2.00,0.00,0.00,0.00
2285,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,208.29,0.00,2285.00,0.86,0.00,0.00,0.00,4.00,No,No,No,Yes,Yes,No,No,1.00,6.00,150.00,60.00,0.00,0.00,0.00,0.00
2286,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,242.69,0.00,2286.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
2287,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,889.61,0.00,2287.00,0.69,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,15.00,10.00,50.00,0.00,0.00,0.00,0.00
2288,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,601.80,0.00,2288.00,0.47,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,30.00,0.00,1.00,0.00,0.00,0.00
2289,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1420.77,0.00,2289.00,1.36,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
2290,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1233.04,0.00,2290.00,0.96,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,365.00,0.00,0.00,0.00,0.00,0.00
2291,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,90.65,0.00,2291.00,0.47,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00
2292,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3744.38,0.00,2292.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2293,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1940.08,0.00,2293.00,1.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
2294,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2241.35,0.00,2294.00,0.56,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
2295,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,1704.41,0.00,2295.00,4.53,0.00,0.00,52.00,0.00,No,No,No,No,No,No,No,5.00,12.00,200.00,0.00,0.00,0.00,0.00,0.00
2296,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3744.38,0.00,2296.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,100.00,0.00,0.00,0.00,1.00,0.00
2297,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,472.30,0.00,2297.00,1.59,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,30.00,50.00,0.00,0.00,0.00,0.00
2298,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,523.95,0.00,2298.00,0.50,0.00,0.00,10.00,0.00,No,No,No,Yes,No,No,No,0.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00
2299,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,5613.75,0.00,2299.00,1.34,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,52.00,125.00,0.00,0.00,0.00,6.00
2300,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,2833.07,0.00,2300.00,0.71,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00
2301,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,406.50,0.00,2301.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00
2302,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9429.00,0.00,2302.00,2.37,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2303,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,270.46,0.00,2303.00,1.34,0.00,30.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00
2304,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,247.31,0.00,2304.00,1.00,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
2305,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,2318.30,2.00,2305.00,0.69,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2306,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,2595.42,0.00,2306.00,1.36,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
2307,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,1836.00,11.00,2307.00,1.75,0.00,0.00,0.00,0.00,No,No,Yes,No,No,No,No,0.00,0.00,30.00,150.00,0.00,0.00,0.00,0.00
2308,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,186.69,0.00,2308.00,0.76,0.00,0.00,0.00,15.00,No,No,No,Yes,Yes,No,No,0.00,0.00,20.00,30.00,0.00,0.00,0.00,0.00
2309,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,157.67,0.00,2309.00,0.64,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00
2310,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,324.17,0.00,2310.00,1.31,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2311,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,165.98,0.00,2311.00,0.67,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,12.00,60.00,80.00,0.00,0.00,0.00,0.00
2312,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2833.07,9.00,2312.00,0.71,0.00,20.00,110.00,0.00,No,No,No,No,No,No,Yes,0.00,20.00,270.00,0.00,0.00,0.00,0.00,6.00
2313,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,242.69,0.00,2313.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
